Tipo de demarche;Department;Function Group ;PartReference;Part Designation;Piloted ANPQP;Supplier Name;Pays;Site;PFE / File Manager;Purchasing;SSD;SSD Project Proximite;Origin (IL, PLDA, CO);Type piece (POE, POI);Razones PSW de origen ND;Fecha prevista PSW origen;Las piezas para ABPT1 son IOD? (Si-no);Las piezas para ABPT1 son representativas para PSW? ;Las piezas que llegan para ABPT1 tienen PSW? ;C藻o van a garantizar la llegada de piezas con PSW para ABPT2;Se tiene plan de cumplimiento de GSCR? ;TIPO
CO;DE-VB;13;901526435R;PANNEAU EXT SUP PORTE COFFRE;Pilotada COCA;UAS CURITIBA;BRAZIL;CURITIBA;;0;;;COCA;POI;En desarrollo - Con Fecha;S1942;;;;;;POI
CO;DE-VB;12;752624267R;TRAVERSE LAT AV D;;UAS CURITIBA;BRAZIL;CURITIBA;;0;;;COCA;POI;Sin Demarche de origen - Sin informacion;;;;;;;POI
CO;DE-VB;12;752638851R;TRAVERSE LAT AV G;;UAS CURITIBA;BRAZIL;CURITIBA;;0;;;COCA;POI;Sin Demarche de origen - Sin informacion;;;;;;;POI
CO;DE-VB;12;751002064R;LONGERON AV D PARTIE AV;;UAS CURITIBA;BRAZIL;CURITIBA;;;;;COCA;POI;En desarrollo - Con Fecha;S1942;;;;;;POI
CO;DE-VB;12;743546454R;RENFORT FREIN STATIONNEMENT ASS;;UAS CURITIBA;BRAZIL;CURITIBA;;0;;;COCA;POI;En desarrollo - Con Fecha;S1942;;;;;;POI
CO;DEA-MM;M8;100010206R;MOT ASS H4M 759;;UMC CURITIBA;BRAZIL;CURITIBA;;0;;;COCA;POI;En desarrollo - Con Fecha;S1942;;;;;;POI
CO;DEA-MM;M8;100013949R;MOT ASS H4M 759;;UMC CURITIBA;BRAZIL;CURITIBA;;daniele travesa, viktor moleta ;;;COCA;POI;En desarrollo - Con Fecha;S1942;;;;;;POI
CO;DEA-MM;B1;320100051R;BVM ASS JR5 092;;CORMECANICA CMC CHILI;CHILE;900095-00-CHILE;;0;;;COCA;POI;En desarrollo - Con Fecha;S1936;;;;;;POI
CO;DE-VB;12;674102666R;TRAVERSE INF BAIE;;UAS CURITIBA;BRAZIL;CURITIBA;;;;;COCA;POI;Sin Demarche de origen - Sin informacion;;;;;;;POI
CO;DE-VB;11;745C68489R;RENFORT FIX PANIER ROUE SECOURS;;UAS CURITIBA;BRAZIL;CURITIBA;;;;;COCA;POI;En desarrollo - Con Fecha;S1942;;;;;;POI
CO;DE-VB;13;801088840R;RENFORT CEINTURE PORTE AV D ASS;;UAS CURITIBA;BRAZIL;CURITIBA;;0;;;COCA;POI;En desarrollo - Con Fecha;S1942;;;;;;POI
CO;DE-VB;12;751119266R;LONGERON AV G ASS;;OAO AUTOVAZ;RUSSIA;900300-00;;0;;;COCA;POI;Sin Demarche de origen - Sin informacion;;;;;;;POI
CO;DE-VB;11;765807518R;RENFORT ANCRAGE RNV C/S D 1ERE RNG ASS;;UAS CURITIBA;BRAZIL;CURITIBA;;0;;;COCA;POI;En desarrollo - Con Fecha;S1942;;;;;;POI
CO;DE-VB;12;751330021R;ELEMENT FRMT AV LONGERON AV G ASS;;UAS CURITIBA;BRAZIL;CURITIBA;;;;;COCA;POI;En desarrollo - Con Fecha;S1942;;;;;;POI
CO;DE-VB;11;765721151R;RENFORT CHARNIERE INF PIED MILIEU D ASS;;DACIA MONTAGE;ROMANIA;900168-00-MIOVENI;;;;;COCA;POI;Sin Demarche de origen - Sin informacion;;;;;;;POI
Full;DE-VD;41;850707121R;ENJOLIVEUR BOUCLIER AR;Pilotada;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Arevalo Angela;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;41;850707742R;ENJOLIVEUR BOUCLIER AR;Pilotada;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Arevalo Angela;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;41;850702960R;ENJOLIVEUR BOUCLIER AR ASS;Pilotada;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Arevalo Angela;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;41;850707940R;ENJOLIVEUR BOUCLIER AR ASS;Piloto;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Arevalo Angela;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;41;620722234R;ENJOLIVEUR CTL BOUCLIER AV;Pilotada;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Arevalo Angela;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;41;620729948R;ENJOLIVEUR CTL BOUCLIER AV;Pilotada;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Arevalo Angela;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;41;620721423R;ENJOLIVEUR CTL BOUCLIER AV ASS;Piloto;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Arevalo Angela;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;41;620725113R;ENJOLIVEUR CTL BOUCLIER AV ASS;Pilotada;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Arevalo Angela;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;41;620848638R;ENJOLIVEUR INF BOUCLIER AV;Pilotada;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Arevalo Angela;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;41;620848643R;ENJOLIVEUR INF BOUCLIER AV;Piloto;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Arevalo Angela;0;J. Gomez;;IL;POE;;;;;;;;DL
Full-Mexico;DE-VD;41;628102059R;GUIDE AIR SUP D BOUCLIER AV;Piloto;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Arevalo Angela;0;J. Gomez;;IL;POE;;;;;;;;DL
Full-Mexico;DE-VD;41;628119446R;GUIDE AIR SUP G BOUCLIER AV;Pilotada;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;41;850222443R;PEAU BOUCLIER AR;Pilotada;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Arevalo Angela;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;41;850224574R;PEAU BOUCLIER AR;Pilotada;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Arevalo Angela;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;41;850229894R;PEAU BOUCLIER AR;Piloto;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Arevalo Angela;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;41;850183579R;PEAU INF BOUCLIER AR;Piloto;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Arevalo Angela;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;41;850186053R;PEAU INF BOUCLIER AR;Pilotada;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Arevalo Angela;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;41;620267465R;PEAU INF D BOUCLIER AV;Piloto;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Arevalo Angela;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;41;620271755R;PEAU INF G BOUCLIER AV;Pilotada;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Arevalo Angela;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;41;620220458R;PEAU SUP BOUCLIER AV;Piloto;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Arevalo Angela;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;41;620226001R;PEAU SUP BOUCLIER AV;Pilotada;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Arevalo Angela;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;41;850440440R;SUPPORT AR D BOUCLIER AR;Piloto;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Arevalo Angela;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;41;850451454R;SUPPORT AR G BOUCLIER AR;Pilotada;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Arevalo Angela;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;41;622227789R;SUPPORT AV D BOUCLIER AV;Piloto;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Arevalo Angela;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;41;622230689R;SUPPORT AV G BOUCLIER AV;Pilotada;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Arevalo Angela;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;41;511651795R;TRAPPE ANNEAU REMORQUAGE AR;Pilotada;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Arevalo Angela;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;41;511653364R;TRAPPE ANNEAU REMORQUAGE AR;Pilotada;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Arevalo Angela;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;41;511802300R;TRAPPE D ANNEAU REMORQUAGE AV;Pilotada;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Arevalo Angela;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;41;511802328R;TRAPPE D ANNEAU REMORQUAGE AV;Pilotada;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Arevalo Angela;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;41;511813384R;TRAPPE G ANNEAU REMORQUAGE AV;Pilotada;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Arevalo Angela;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;41;511814633R;TRAPPE G ANNEAU REMORQUAGE AV;Pilotada;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Arevalo Angela;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;41;628201839R;GUIDE AIR INF CTL BOUCLIER AV;Piloto;TRUHER;COLOMBIA;263556-00-SABANETA;Arevalo Angela;0;M. Gonzalez;;IL;POE;;;;;;;;DL
Full;DE-VD;41;601986787R;OBTURATEUR GRL INF D ENT AIR BOUCLIER AV;Pilotada;TRUHER;COLOMBIA;263556-00-SABANETA;;0;M. Gonzalez;;IL;POE;;;;;;;;DL
Full;DE-VD;51;678705961R;TRAVERSE POSTE CONDUITE ASS;Piloto;INDUSTRIAS NORTECAUCANAS;COLOMBIA;250618-00-CALI;Arevalo Angela;0;B. Couture;;IL;POE;;;;;;;;DL
Full;DE-VD;51;681002224R;PLANCHE BORD ASS;Piloto;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Arevalo Angela;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;51;681006545R;PLANCHE BORD ASS;Pilotada;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Arevalo Angela;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;62;829000799R;GARNITURE PANNEAU PORTE AR D ASS;Piloto;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Uribe Pablo;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;62;829011773R;GARNITURE PANNEAU PORTE AR G ASS;Pilotada;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Uribe Pablo;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;62;809002405R;GARNITURE PANNEAU PORTE AV D ASS;Pilotada;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Uribe Pablo;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;62;809003434R;GARNITURE PANNEAU PORTE AV D ASS;Piloto;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Uribe Pablo;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;62;809008216R;GARNITURE PANNEAU PORTE AV D ASS;Pilotada;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Uribe Pablo;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;62;809012464R;GARNITURE PANNEAU PORTE AV G ASS;Pilotada;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Uribe Pablo;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;62;809013322R;GARNITURE PANNEAU PORTE AV G ASS;Pilotada;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Uribe Pablo;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;62;809017903R;GARNITURE PANNEAU PORTE AV G ASS;Pilotada;RIDUCO;COLOMBIA;259453-00-CALDAS-MANIZALES;Uribe Pablo;0;J. Gomez;;IL;POE;;;;;;;;DL
Full;DE-VD;62;749027462R;TAPIS HABITACLE;Piloto;THERMOFORM;COLOMBIA;250615-00-BOGOTA;Uribe Pablo;0;M. Gonzalez;;IL;POE;;;;;;;;DL
Full;DE-VD;63;870051967R;COLLECTION MATELASSURE SIEGE;Piloto;ESPUMLATEX;COLOMBIA;250617-00-BOGOTA;Uribe Pablo;0;B. Couture;;IL;POE;;;;;;;;DL
Full;DE-VD;63;870054112R;COLLECTION MATELASSURE SIEGE;Pilotada;ESPUMLATEX;COLOMBIA;250617-00-BOGOTA;Uribe Pablo;0;B. Couture;;IL;POE;;;;;;;;DL
Full;DE-VD;63;870000477X;COLLECTION SIEGES ASS;Pilotada;INDUSTRIAS NORTECAUCANAS;COLOMBIA;250618-00-CALI;Uribe Pablo;0;B. Couture;;IL;POE;;;;;;;;DL
Full;DE-VD;63;870003337X;COLLECTION SIEGES ASS;Pilotada;INDUSTRIAS NORTECAUCANAS;COLOMBIA;250618-00-CALI;Uribe Pablo;0;B. Couture;;IL;POE;;;;;;;;DL
Full;DE-VD;63;870007249X;COLLECTION SIEGES ASS;Piloto;INDUSTRIAS NORTECAUCANAS;COLOMBIA;250618-00-CALI;Uribe Pablo;0;B. Couture;;IL;POE;;;;;;;;DL
Full;DE-VD;63;870007703X;COLLECTION SIEGES ASS;Pilotada;INDUSTRIAS NORTECAUCANAS;COLOMBIA;250618-00-CALI;Uribe Pablo;0;B. Couture;;IL;POE;;;;;;;;DL
Full;DEA-SC;71;200202672R;LIGNE ECHAPPEMENT;Pilotada;UMO;COLOMBIA;250648-00-MEDELLIN;Cock Diego-Juan;0;J. Laverde;;IL;POE;;;;;;;;DL
Full;DEA-SC;71;200203332R;LIGNE ECHAPPEMENT;Pilotada;UMO;COLOMBIA;250648-00-MEDELLIN;Cock Diego-Juan;0;J. Laverde;;IL;POE;;;;;;;;DL
Full;DEA-SC;71;200206420R;LIGNE ECHAPPEMENT;Pilotada;UMO;COLOMBIA;250648-00-MEDELLIN;Cock Diego-Juan;0;J. Laverde;;IL;POE;;;;;;;;DL
Full;DEA-SC;71;200208392R;LIGNE ECHAPPEMENT;Pilotada;UMO;COLOMBIA;250648-00-MEDELLIN;;0;J. Laverde;;IL;POE;;;;;;;;DL
Full;DEA-SC;71;200208950R;LIGNE ECHAPPEMENT;Piloto;UMO;COLOMBIA;250648-00-MEDELLIN;Cock Diego-Juan;0;J. Laverde;;IL;POE;;;;;;;;DL
Full;DEA-PE;73;924902892R;TUYAU COMPRESSEUR CONDENSEUR;Pilotada;FAACA;COLOMBIA;250609-00-MEDELLIN;Saldarriaga-Lopez Daniel;0;S. Calle;;IL;POE;;;;;;;;DL
Full;DEA-PE;73;924905242R;TUYAU COMPRESSEUR CONDENSEUR;Piloto;FAACA;COLOMBIA;250609-00-MEDELLIN;Saldarriaga-Lopez Daniel;0;S. Calle;;IL;POE;;;;;;;;DL
Full;DEA-PE;73;924908496R;TUYAU COMPRESSEUR CONDENSEUR;Pilotada;FAACA;COLOMBIA;250609-00-MEDELLIN;Saldarriaga-Lopez Daniel;0;S. Calle;;IL;POE;;;;;;;;DL
Full;DEA-PE;73;924402819R;TUYAU CONDENSEUR DETENDEUR;Pilotada;FAACA;COLOMBIA;250609-00-MEDELLIN;Saldarriaga-Lopez Daniel;0;S. Calle;;IL;POE;;;;;;;;DL
Full;DEA-PE;73;924406750R;TUYAU CONDENSEUR DETENDEUR;Piloto;FAACA;COLOMBIA;250609-00-MEDELLIN;Saldarriaga-Lopez Daniel;0;S. Calle;;IL;POE;;;;;;;;DL
Full;DEA-PE;73;924803361R;TUYAU DETENDEUR COMPRESSEUR;Pilotada;FAACA;COLOMBIA;250609-00-MEDELLIN;Saldarriaga-Lopez Daniel;0;S. Calle;;IL;POE;;;;;;;;DL
Full;DEA-PE;73;924803604R;TUYAU DETENDEUR COMPRESSEUR;Piloto;FAACA;COLOMBIA;250609-00-MEDELLIN;Saldarriaga-Lopez Daniel;0;S. Calle;;IL;POE;;;;;;;;DL
Full;DEA-PE;73;924808107R;TUYAU DETENDEUR COMPRESSEUR;Pilotada;FAACA;COLOMBIA;250609-00-MEDELLIN;Saldarriaga-Lopez Daniel;0;S. Calle;;IL;POE;;;;;;;;DL
Full;DEA-PB;76;164463166R;CANALISATION ABSORBEUR VAPEUR CRBT;Pilotada;BUNDY;COLOMBIA;250594-00-BOGOTA;;0;J. Laverde;;IL;POE;;;;;;;;DL
Full;DEA-PB;76;164468120R;CANALISATION ABSORBEUR VAPEUR CRBT;Pilotada;BUNDY;COLOMBIA;250594-00-BOGOTA;;0;J. Laverde;;IL;POE;;;;;;;;DL
Full;DEA-PB;76;164464012R;CANALISATION ALIMENTATION CARBURANT;Pilotada;BUNDY;COLOMBIA;250594-00-BOGOTA;;0;J. Laverde;;IL;POE;;;;;;;;DL
Full;DEA-PB;76;175062815R;CANALISATION ALIMENTATION CARBURANT;Pilotada;BUNDY;COLOMBIA;250594-00-BOGOTA;;0;J. Laverde;;IL;POE;;;;;;;;DL
Full;DEA-PB;76;175067342R;CANALISATION ALIMENTATION CARBURANT;Piloto;BUNDY;COLOMBIA;250594-00-BOGOTA;;0;J. Laverde;;IL;POE;;;;;;;;DL
Fase 4;DEA-PB;76;172022790R;RESERVOIR CARBURANT EQP;Pilotada;FANALCA;COLOMBIA;250620-00-MEDELLIN;Maria Camila Rojas;0;A. Montoya;;IL;POE;;;;;;;;DL
Full;DEA-SC;83;462827655R;TUYAU RIGIDE FREIN ABS CPR AR D;Pilotada;BUNDY;COLOMBIA;250594-00-BOGOTA;Urrego Lina-Maria;0;J. Laverde;;IL;POE;;;;;;;;DL
Full;DEA-SC;83;462836338R;TUYAU RIGIDE FREIN ABS CPR AR G;Pilotada;BUNDY;COLOMBIA;250594-00-BOGOTA;Urrego Lina-Maria;0;J. Laverde;;IL;POE;;;;;;;;DL
Full;DEA-SC;83;462404352R;TUYAU RIGIDE FREIN ABS ROUE AV D;Piloto;BUNDY;COLOMBIA;250594-00-BOGOTA;Urrego Lina-Maria;0;J. Laverde;;IL;POE;;;;;;;;DL
Full;DEA-SC;83;462427291R;TUYAU RIGIDE FREIN ABS ROUE AV G;Pilotada;BUNDY;COLOMBIA;250594-00-BOGOTA;Urrego Lina-Maria;0;J. Laverde;;IL;POE;;;;;;;;DL
Full;DEA-SC;83;462502239R;TUYAU RIGIDE FREIN M/CYL PRMR ESP;Piloto;BUNDY;COLOMBIA;250594-00-BOGOTA;Urrego Lina-Maria;0;J. Laverde;;IL;POE;;;;;;;;DL
Full;DEA-SC;83;462520737R;TUYAU RIGIDE FREIN M/CYL SGD ESP;Pilotada;BUNDY;COLOMBIA;250594-00-BOGOTA;Urrego Lina-Maria;0;J. Laverde;;IL;POE;;;;;;;;DL
Full;DEA-SC;84;403008321R;ROUE 6 1/2XJ 16 5 50 cyclade;Piloto;MADEAL;COLOMBIA;250645-00-MANIZALES;Rojas Maria-Camila;0;E. Montoya;;IL;POE;;;;;;;;DL
Full;DEA-SC;84;403002941R;ROUE 6 1/2XJ 17 5 50;Piloto;MADEAL;COLOMBIA;250645-00-MANIZALES;Rojas Maria-Camila;0;E. Montoya;;IL;POE;;;;;;;;DL
Full;DEA-SC;86;555011891R;ESSIEU AR ASS;Piloto;FANALCA;COLOMBIA;250620-00-MEDELLIN;Urrego Lina-Maria;0;A. Montoya;;IL;POE;;;;;;;;DL
Full;DEA-SC;86;555114785R;ESSIEU AR ASS;Pilotada;FANALCA;COLOMBIA;250620-00-MEDELLIN;Urrego Lina-Maria;0;A. Montoya;;IL;POE;;;;;;;;DL
Full;DEA-SC;86;430001506R;ENSEMBLE TRAIN AR;Pilotada;GABRIEL;COLOMBIA;250635-00-BOGOTA;Urrego Lina-Maria;0;M. Pineda;;IL;POE;;;;;;;;DL
Full;DEA-SC;86;430005827R;ENSEMBLE TRAIN AR;Pilotada;GABRIEL;COLOMBIA;250635-00-BOGOTA;Urrego Lina-Maria;0;M. Pineda;;IL;POE;;;;;;;;DL
Full;DEA-SC;86;430003418R;TRAIN AR ASS;Piloto;GABRIEL;COLOMBIA;250635-00-BOGOTA;Urrego Lina-Maria;M. Prieto;M. Pineda;;IL;POE;;;;;;;;DL
Full;DEA-SC;87;544012299R;BERCEAU AV ASS;Pilotada;FANALCA;COLOMBIA;250620-00-MEDELLIN;Urrego Lina-Maria;0;A. Montoya;;IL;POE;;;;;;;;DL
Full;DEA-SC;87;544015907R;BERCEAU AV ASS;Piloto;FANALCA;COLOMBIA;250620-00-MEDELLIN;Urrego Lina-Maria;0;A. Montoya;;IL;POE;;;;;;;;DL
Full;DEA-SC;88;402000595R;ELEMENT TOURNANT AV D EQP;Pilotada;Gabriel;COLOMBIA;250635-00-BOGOTA;Urrego Lina-Maria;0;M. Pineda;;IL;POE;;;;;;;;DL
Full;DEA-SC;88;402003127R;ELEMENT TOURNANT AV D EQP;Pilotada;Gabriel;COLOMBIA;250635-00-BOGOTA;Urrego Lina-Maria;0;M. Pineda;;IL;POE;;;;;;;;DL
Full;DEA-SC;88;402007128R;ELEMENT TOURNANT AV D EQP;Pilotada;Gabriel;COLOMBIA;250635-00-BOGOTA;Urrego Lina-Maria;0;M. Pineda;;IL;POE;;;;;;;;DL
Full;DEA-SC;88;402008498R;ELEMENT TOURNANT AV D EQP;Pilotada;Gabriel;COLOMBIA;250635-00-BOGOTA;Urrego Lina-Maria;0;M. Pineda;;IL;POE;;;;;;;;DL
Full;DEA-SC;88;400150662R;ELEMENT TOURNANT AV G EQP;Piloto;Gabriel;COLOMBIA;250635-00-BOGOTA;Urrego Lina-Maria;M. Prieto;M. Pineda;;IL;POE;;;;;;;;DL
Full;DEA-SC;88;400156463R;ELEMENT TOURNANT AV G EQP;Pilotada;Gabriel;COLOMBIA;250635-00-BOGOTA;Urrego Lina-Maria;0;M. Pineda;;IL;POE;;;;;;;;DL
Full;DEA-SC;88;400158713R;ELEMENT TOURNANT AV G EQP;Pilotada;Gabriel;COLOMBIA;250635-00-BOGOTA;Urrego Lina-Maria;0;M. Pineda;;IL;POE;;;;;;;;DL
Full;DEA-SC;88;400159192R;ELEMENT TOURNANT AV G EQP;Pilotada;Gabriel;COLOMBIA;250635-00-BOGOTA;Urrego Lina-Maria;0;M. Pineda;;IL;POE;;;;;;;;DL
Full;DEA-SI;91;240116372R;CABLAGE MOTEUR;Piloto;YAZAKI;COLOMBIA;250640-00-CHIA;Ponnuswamy-Munuswamy Vignesh-Kumar z023653;0;B. Couture;;IL;POE;;;;;;;;DL
Fase 4;DE-VD;62;849041272R;TAPIS COFFRE;Piloto;CUPERZ;COLOMBIA;263932-00-BOGOTA;;0;M. Gonzalez;;IL;POE;;;;;;;;DL
Fase 4;DEA-PB;76;172023154R;RESERVOIR CARBURANT EQP;Piloto;FANALCA;COLOMBIA;250620-00-MEDELLIN;Maria Camila Rojas;0;A. Montoya;;IL;POE;;;;;;;;DL
Fase 4;DEA-SC;84;403004652R;ROUE ASS;Piloto;ENSAMBLES ZF;COLOMBIA;280095-00-RIONEGRO;Maria Camila Rojas;0;E. Montoya;;IL;POE;;;;;;;;DL
Fase 4;DEA-SC;84;403006593R;ROUE ASS;Pilotada;ENSAMBLES ZF;COLOMBIA;280095-00-RIONEGRO;Maria Camila Rojas;0;E. Montoya;;IL;POE;;;;;;;;DL
Fase 4;DEA-SC;84;403003304R;ROUE ASS;Pilotada;ENSAMBLES ZF;COLOMBIA;280095-00-RIONEGRO;;0;;;IL;POE;;;;;;;;DL
Full;DEA-PE;73;924801538R;TUYAU SORTIE DETENDEUR;Piloto;FAACA;COLOMBIA;250609-00-MEDELLIN;;0;S. Calle;;IL;POE;;;;;;;;DL
Fase 4;DEA-PB;76;164467923R;CANALISATION ABSORBEUR VAPEUR CRBT;Pilotada;BUNDY;COLOMBIA;250594-00-BOGOTA;;0;J. Laverde;;IL;POE;;;;;;;;DL
Fase 4;DEA-SI;91;240360506R;CABLAGE ADDITIONNEL RADIO;Pilotada;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Fase 4;DEA-SI;91;241636245S;CABLAGE AR;;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Fase 4;DEA-SI;91;241630401S;CABLAGE AR;;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Fase 4;DEA-SI;91;240150718R;CABLAGE BOUCLIER AR;Pilotada;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
